frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
400, 0, 15.960, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
401, 0, 16.000, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
402, 0, 16.040, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
403, 0, 16.080, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
404, 0, 16.120, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
405, 0, 16.160, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
406, 0, 16.200, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
407, 0, 16.240, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
408, 0, 16.280, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
409, 0, 16.320, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
410, 0, 16.360, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
411, 0, 16.400, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
412, 0, 16.440, 0.03, 0, 0.00, 0.00, 0.21, 0.26, 0.02, 0.00, 0.41, 0.08, 0.39, 0.31, 0.00, 0.43, 0.00, 0.88, 0.07, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
413, 0, 16.480, 0.03, 0, 0.00, 0.00, 0.21, 0.26, 0.02, 0.00, 0.41, 0.08, 0.39, 0.31, 0.00, 0.43, 0.00, 0.88, 0.07, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
414, 0, 16.520, 0.03, 0, 0.07, 0.00, 0.21, 0.26, 0.02, 0.00, 0.52, 0.25, 0.39, 0.38, 0.25, 0.91, 0.00, 1.48, 0.07, 0.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
415, 0, 16.560, 0.98, 1, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.11, 0.17, 0.00, 0.19, 0.61, 0.83, 0.00, 1.34, 0.00, 0.88, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
416, 0, 16.600, 0.98, 1, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.11, 0.17, 0.00, 0.41, 0.78, 1.22, 0.00, 2.31, 0.00, 1.56, 0.23, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
417, 0, 16.640, 0.98, 1, 0.00, 0.00, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.34, 0.60, 1.15, 0.00, 2.56, 0.00, 1.72, 0.37, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
418, 0, 16.680, 0.98, 1, 0.17, 0.00, 0.13, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.21, 0.24, 1.09, 0.00, 2.55, 0.00, 1.91, 0.37, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
419, 0, 16.720, 0.98, 1, 0.17, 0.00, 0.13, 0.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.08, 0.96, 0.00, 2.36, 0.00, 1.85, 0.17, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
420, 0, 16.760, 0.88, 1, 0.17, 0.00, 0.00, 0.83, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.81, 0.00, 2.27, 0.00, 1.73, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
421, 0, 16.800, 0.88, 1, 0.00, 0.10, 0.05, 1.09, 0.00, 0.00, 0.00, 0.13, 0.05, 0.00, 0.00, 1.07, 0.00, 2.25, 0.00, 1.70, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
422, 0, 16.840, 0.98, 1, 0.00, 0.10, 0.05, 1.11, 0.00, 0.00, 0.00, 0.29, 0.17, 0.05, 0.12, 1.44, 0.00, 2.13, 0.00, 1.78, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
423, 0, 16.880, 0.98, 1, 0.00, 0.10, 0.05, 1.20, 0.02, 0.00, 0.00, 0.57, 0.31, 0.09, 0.17, 1.77, 0.00, 1.89, 0.00, 1.92, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
424, 0, 16.920, 0.98, 1, 0.00, 0.00, 0.03, 1.04, 0.21, 0.00, 0.00, 0.87, 0.38, 0.09, 0.17, 1.59, 0.00, 1.45, 0.04, 1.92, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
425, 0, 16.960, 0.98, 1, 0.00, 0.00, 0.03, 0.96, 0.41, 0.00, 0.00, 1.13, 0.37, 0.04, 0.05, 1.32, 0.00, 0.90, 0.23, 1.81, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
426, 0, 17.000, 0.98, 1, 0.00, 0.00, 0.04, 0.97, 0.63, 0.00, 0.00, 1.21, 0.29, 0.08, 0.00, 1.14, 0.00, 0.38, 0.28, 1.61, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
427, 0, 17.040, 0.98, 1, 0.00, 0.00, 0.02, 0.94, 0.68, 0.00, 0.00, 1.15, 0.22, 0.25, 0.00, 1.30, 0.00, 0.12, 0.27, 1.42, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
428, 0, 17.080, 0.98, 1, 0.00, 0.00, 0.02, 0.65, 0.73, 0.00, 0.00, 1.17, 0.22, 0.44, 0.00, 1.35, 0.00, 0.00, 0.09, 0.90, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
429, 0, 17.120, 0.98, 1, 0.00, 0.00, 0.10, 0.37, 0.83, 0.00, 0.00, 1.15, 0.26, 0.59, 0.00, 1.43, 0.24, 0.00, 0.07, 0.51, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
430, 0, 17.160, 0.98, 1, 0.00, 0.00, 0.29, 0.13, 1.01, 0.00, 0.00, 1.24, 0.33, 0.56, 0.00, 1.24, 0.47, 0.00, 0.29, 0.14, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
431, 0, 17.200, 0.98, 1, 0.00, 0.00, 0.50, 0.03, 1.19, 0.00, 0.00, 1.44, 0.38, 0.54, 0.00, 1.15, 0.59, 0.00, 0.49, 0.37, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
432, 0, 17.240, 0.98, 1, 0.00, 0.00, 0.82, 0.00, 1.35, 0.00, 0.00, 1.98, 0.48, 0.63, 0.00, 1.17, 0.38, 0.00, 0.79, 1.03, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
433, 0, 17.280, 0.98, 1, 0.00, 0.00, 1.17, 0.03, 1.35, 0.00, 0.00, 2.30, 0.45, 0.70, 0.00, 1.30, 0.15, 0.00, 0.94, 1.89, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
434, 0, 17.320, 0.98, 1, 0.11, 0.00, 1.44, 0.09, 1.21, 0.08, 0.00, 2.27, 0.38, 0.61, 0.13, 1.41, 0.02, 0.00, 0.86, 2.40, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
435, 0, 17.360, 0.98, 1, 0.20, 0.00, 1.56, 0.09, 0.93, 0.09, 0.00, 1.95, 0.21, 0.44, 0.27, 1.49, 0.00, 0.00, 0.52, 2.18, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
436, 0, 17.400, 0.98, 1, 0.20, 0.00, 1.54, 0.06, 0.76, 0.15, 0.00, 1.67, 0.11, 0.36, 0.48, 1.65, 0.00, 0.00, 0.12, 1.56, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
437, 0, 17.440, 0.98, 1, 0.11, 0.00, 1.58, 0.00, 0.68, 0.24, 0.00, 1.46, 0.02, 0.34, 0.66, 1.69, 0.00, 0.00, 0.00, 0.90, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
438, 0, 17.480, 0.98, 1, 0.04, 0.00, 1.55, 0.00, 0.66, 0.29, 0.00, 1.20, 0.00, 0.23, 0.65, 1.53, 0.00, 0.00, 0.00, 0.45, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
439, 0, 17.520, 0.98, 1, 0.04, 0.00, 1.55, 0.00, 0.63, 0.39, 0.00, 0.97, 0.03, 0.10, 0.50, 1.48, 0.03, 0.00, 0.00, 0.38, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
440, 0, 17.560, 0.98, 1, 0.02, 0.00, 1.45, 0.00, 0.67, 0.28, 0.00, 0.91, 0.10, 0.11, 0.26, 1.58, 0.12, 0.05, 0.00, 0.24, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
441, 0, 17.600, 0.98, 1, 0.00, 0.00, 1.30, 0.00, 0.71, 0.26, 0.00, 0.90, 0.16, 0.16, 0.14, 1.76, 0.25, 0.05, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
442, 0, 17.640, 0.98, 1, 0.00, 0.00, 1.19, 0.00, 0.71, 0.12, 0.00, 0.90, 0.22, 0.26, 0.08, 1.85, 0.34, 0.05, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
443, 0, 17.680, 0.98, 1, 0.00, 0.00, 1.07, 0.00, 0.74, 0.05, 0.00, 0.95, 0.28, 0.30, 0.01, 2.02, 0.43, 0.13, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
444, 0, 17.720, 0.98, 1, 0.00, 0.00, 0.99, 0.00, 0.79, 0.00, 0.00, 1.08, 0.37, 0.29, 0.00, 2.07, 0.44, 0.23, 0.00, 0.13, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
445, 0, 17.760, 0.98, 1, 0.00, 0.00, 0.79, 0.00, 0.86, 0.00, 0.00, 1.19, 0.41, 0.26, 0.00, 1.97, 0.54, 0.36, 0.00, 0.11, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
446, 0, 17.800, 0.98, 1, 0.00, 0.00, 0.64, 0.00, 0.85, 0.00, 0.00, 1.19, 0.41, 0.25, 0.00, 1.83, 0.54, 0.33, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
447, 0, 17.840, 0.98, 1, 0.00, 0.00, 0.59, 0.00, 0.87, 0.00, 0.00, 1.17, 0.42, 0.45, 0.00, 1.64, 0.68, 0.27, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
448, 0, 17.880, 0.98, 1, 0.31, 0.06, 0.71, 0.00, 0.87, 0.13, 0.00, 1.22, 0.47, 0.64, 0.00, 1.51, 0.66, 0.15, 0.09, 0.00, 0.49, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
449, 0, 17.920, 0.98, 1, 0.75, 0.21, 0.98, 0.00, 0.82, 0.28, 0.00, 1.59, 0.43, 0.74, 0.00, 1.12, 0.48, 0.04, 0.51, 0.49, 1.03, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
450, 0, 17.960, 0.98, 1, 1.14, 0.21, 1.19, 0.00, 0.79, 0.44, 0.00, 1.90, 0.38, 0.73, 0.00, 0.93, 0.21, 0.00, 0.93, 1.13, 1.36, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
451, 0, 18.000, 0.98, 1, 1.20, 0.14, 1.29, 0.00, 0.75, 0.46, 0.00, 2.22, 0.32, 0.68, 0.00, 0.81, 0.00, 0.00, 1.31, 1.96, 1.11, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
452, 0, 18.040, 0.98, 1, 1.17, 0.00, 1.32, 0.00, 0.78, 0.48, 0.00, 2.20, 0.30, 0.59, 0.00, 0.96, 0.00, 0.00, 1.33, 2.33, 0.74, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
453, 0, 18.080, 0.98, 1, 1.20, 0.00, 1.35, 0.00, 0.79, 0.53, 0.00, 2.24, 0.27, 0.45, 0.00, 0.97, 0.00, 0.00, 1.40, 2.62, 0.60, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
454, 0, 18.120, 0.98, 1, 1.16, 0.00, 1.35, 0.00, 0.84, 0.69, 0.00, 2.25, 0.22, 0.26, 0.00, 0.92, 0.00, 0.00, 1.36, 2.77, 0.42, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
455, 0, 18.160, 0.98, 1, 1.04, 0.00, 1.29, 0.00, 0.88, 0.88, 0.00, 2.25, 0.18, 0.15, 0.00, 0.80, 0.00, 0.00, 1.32, 2.92, 0.32, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
456, 0, 18.200, 0.98, 1, 0.91, 0.00, 1.17, 0.00, 0.89, 1.04, 0.00, 2.11, 0.12, 0.07, 0.00, 0.80, 0.00, 0.00, 1.22, 2.97, 0.18, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
457, 0, 18.240, 0.98, 1, 0.87, 0.00, 1.13, 0.00, 0.90, 1.09, 0.00, 2.03, 0.07, 0.11, 0.00, 0.82, 0.00, 0.00, 1.25, 2.97, 0.13, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
458, 0, 18.280, 0.98, 1, 0.84, 0.00, 1.06, 0.00, 0.93, 1.19, 0.00, 1.98, 0.07, 0.18, 0.00, 0.83, 0.00, 0.00, 1.26, 3.05, 0.05, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
459, 0, 18.320, 0.98, 1, 0.82, 0.00, 1.21, 0.00, 0.97, 1.36, 0.02, 1.96, 0.10, 0.22, 0.00, 0.82, 0.00, 0.00, 1.22, 3.09, 0.06, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
460, 0, 18.360, 0.98, 1, 0.81, 0.00, 1.29, 0.00, 1.01, 1.57, 0.02, 1.94, 0.13, 0.24, 0.00, 0.76, 0.00, 0.00, 1.19, 3.19, 0.06, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
461, 0, 18.400, 0.98, 1, 0.82, 0.00, 1.39, 0.00, 1.02, 1.67, 0.02, 1.89, 0.11, 0.23, 0.00, 0.74, 0.00, 0.00, 1.29, 3.09, 0.14, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
462, 0, 18.440, 0.98, 1, 0.76, 0.00, 1.25, 0.00, 1.02, 1.55, 0.00, 1.98, 0.14, 0.28, 0.00, 0.78, 0.00, 0.00, 1.41, 2.80, 0.11, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
463, 0, 18.480, 0.98, 1, 0.64, 0.00, 1.12, 0.00, 1.01, 1.47, 0.00, 2.02, 0.20, 0.32, 0.00, 0.94, 0.00, 0.00, 1.32, 2.27, 0.17, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
464, 0, 18.520, 0.98, 1, 0.58, 0.00, 0.87, 0.00, 0.95, 1.31, 0.00, 1.96, 0.27, 0.28, 0.00, 1.18, 0.01, 0.00, 1.05, 1.37, 0.37, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
465, 0, 18.560, 0.98, 1, 0.63, 0.00, 0.71, 0.00, 0.84, 1.03, 0.00, 1.81, 0.34, 0.16, 0.00, 1.25, 0.09, 0.00, 0.86, 0.81, 1.07, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
466, 0, 18.600, 0.98, 1, 0.76, 0.00, 0.66, 0.00, 0.68, 0.65, 0.00, 1.58, 0.34, 0.07, 0.00, 1.25, 0.09, 0.00, 0.83, 0.51, 1.83, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
467, 0, 18.640, 0.98, 1, 0.85, 0.00, 0.75, 0.00, 0.60, 0.45, 0.00, 1.49, 0.30, 0.04, 0.00, 1.07, 0.08, 0.00, 0.98, 0.81, 2.35, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
468, 0, 18.680, 0.98, 1, 0.89, 0.00, 0.90, 0.00, 0.54, 0.49, 0.00, 1.41, 0.23, 0.05, 0.00, 1.00, 0.00, 0.00, 0.85, 1.09, 2.27, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
469, 0, 18.720, 0.98, 1, 0.87, 0.00, 0.89, 0.00, 0.50, 0.61, 0.00, 1.28, 0.13, 0.02, 0.00, 1.16, 0.00, 0.00, 0.52, 1.55, 1.86, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
470, 0, 18.760, 0.98, 1, 0.76, 0.00, 0.82, 0.00, 0.49, 0.63, 0.00, 1.15, 0.07, 0.02, 0.00, 1.34, 0.00, 0.00, 0.23, 1.89, 1.46, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
